smiles,4lde qvina,4lde smina
CC12CC3CC45CCC6(C)CCCC(C1C4C(O)C(C5)C2CN1CCCC31)C(N)C6(C)C,6.5,6.6
CC=CC1=CC2=C3N(c4ccccc4C(=C4C=CCC(CCc5ccccc5)O4)n4oc(=O)c5c4cccc5)C(=O)c4c(cccc4)C13C(C=O)CC2,4.7,6.6
COc1ccc2cc1N(C(=O)Nc1ccccc1)C21c2c(cccc2)-c2c1cc(N(C(=O)OCc1ccccc1)c1cc(OC)c3cc1NS3(=O)=O)cc2,9.6,6.5
COc1cc2c3C4=C5CC26C(CC5Cc2ccccc2)C2=C(c5ccccc5)N(CC=C2)C46N(C(=O)c2ccccc2)c3c1,5.7,6.5
C=CC=C(C=O)C(=C1C=C(N(C(=O)Nc2ccccc2)C(=O)c2cccc(-c3ccccc3)n2)C(O)C=C1CO)c1ccccc1,5.5,6.5
CCN(C(C)=O)C(C=Cc1cc2ccc1o2)=C1C(=O)N(C)C(=O)C(=C(C)c2ccccc2)C1=C(C)C(C)=O,2.0,6.5
COc1cc2c(cc1)C1=C3c4c(cccc4)OC32C23CC(=C(CN4C(=O)c5c(cccc5)C45OC(=O)C(C)=C5C(=O)O)C2=O)CC(c2ccccc2)=C13,6.7,6.4
CN(C=O)C1=C(C=c2c(=O)oc3ccc(-c4ccccc4)c2c3)C(Oc2ccc(Cl)cc2)=C2C3=C(C=O)C(=C21)CC(=O)C3=CNC=O,4.6,6.3
COc1cc2c(C=C(C)CC2c2ccccc2-n2c3ccccc3c3c2c2c(cccc2)n3-c2c(CO)cccc2)cc1,3.5,6.3
COC1=C(C(C(=Nc2ccccc2)c2ccccc2)=C2C=C(C)C(c3ccccc3)=C2c2ccccc2)c2cc1ncc2,6.1,6.2
CCC(CO)=c1c(=C(C=C(C)C#N)c2ccccc2)n(-c2ccc(Cl)cc2)c2c1cccc2,6.1,6.2
COc1ccc(C2=C(OC3=C(c4ccccc4)CCCC3)C3=C(C2)c2c4cccc2C32Cc3c(cc(OC)cc3)C42O)cc1,9.8,6.1
COc1cc2c3C4=C5c6c(cc(OC)cc6)C67C=C(C(=O)C56c3c1)C1C(=CC(=O)c3ccccc3)c3c(cccc3)C(O)C1C27C4,5.7,6.0
COC1CCC(C)C2CC3CN2CCCCCN(C)CCCC(N(C)C)C1(C)C3C,4.9,5.8
COc1ccc(C(C)=CC2=CC(=O)N(C3=c4c5=C(C3)C(Cc3ccccc3)OC(=O)n5c3cc(OC)ccc43)C(=C(C)CO)S2)cc1,5.0,5.7
CC=CC1=C(c2ccccc2)N(c2ccccc2C(C)=O)C2=CC(=O)c3c(cccc3)C21OC(=O)c1ccccc1,3.6,5.7
CSc1c2c3ccc1n(C3)c(=O)c2=C(c1c(C)c(=O)oc(=C(C)C(=O)O)c1=C(N)NC(N)=O)c1cc2ccc1o2,2.0,5.7
CC(=O)c1c(C2=C3C(=O)OC4(OC(=O)C(C5Cc6c(Cl)cc5cc6)=C4C(F)F)C3c3ccccc3C2=O)cccc1,5.2,5.5
CC(=C(CC(=O)c1ccccc1C(c1ccccc1)c1ccccc1)c1ccccc1N1c2c(cc(Cl)cc2)OC12C=C1CC3=CC4=C1C(=C2)N(C4=O)C3O)C(C(=O)O)C(=O)C(=COc1ccccc1)C(C)C,11.2,5.4
CC(=O)NCC=C1C2=C(c3c1cccc3)C1(c3c(Cl)ccc(c3)N1C(=O)c1ccccc1)c1c2cccc1,5.4,5.4
COc1cc2c(cc1)C(C)=C(O)CC2=C1C(=O)OC2C3=C1c1ccc(Cl)cc1SC31CN2C(=O)N1,3.7,5.4
COc1ccc(-c2c(C#N)cc3c(-c4ccccc4)c(-c4ccccc4)c(C4Oc5ccc4cc5)c(-c4ccccc4)c3c2)cc1,3.2,5.4
O=C(O)C(=Cc1c2cc(OC2=O)c(=O)o1)C(=C(C(C=Cc1ccccc1)=C1C(=O)OCC=C1CCCc1ccccc1)c1ccccc1)c1ccccc1,-0.5,5.4
CCN1CCOOCC2OCC(CCC2C)C2CC(c3ccccc31)N(C)CC2C,4.5,5.3
CCOC(=O)C1(C(=O)OC)c2c(cccc2)P2(=O)CCc3cccc(SC(C)=NN)c3C12c1ccc(Cl)cc1,1.4,5.3
COC1=c2c3c4cc(c2=C(C=CC=C2C(=CC=CCc5ccccc5)c5ccc(Cl)cc5C2c2ccccc2)ON3C1=O)c1c(OC)ccc4c1,-5.0,5.3
COc1ccc2C(C=C3C(=O)OC4=C3c3c(cccc3)C4=O)=CCC3(c4cc(c(OC=O)cc4)C3Cc3ccccc3)c2c1,5.2,5.2
CC1=C2C(=C(CO)CC1)C(=O)N(C(=O)Nc1ccccc1)C2=c1c(=O)oc2c(C(=O)c3ccc(C=O)cc3)c1ccc2,4.8,5.2
COc1cc2c3C4=C(C(=O)OC45c4c(cccc4)C(=O)N25)C2(C(=O)C4=C5C(=O)N=C4c4c(cccc4)N52)c3c1,0.8,5.2
CN1CC(=O)OC1=C1c2cc(c(Cl)cc2)C1C12OC3=C4C5C(=NC(=O)c6ccccc6)OC4(c4c(F)cccc4)C1(CCC(C=O)C52)C3,5.1,5.1
COc1ccc(C2=C(c3ccccc3)C3=C(OS(=O)(=O)C=C3)C(=C(C3=C4C(=O)OC3=C=C4F)c3ccccc3)C2=O)cc1,5.0,5.1
CCC1CCC2CC3(C)C1[N+]14CCCCCC2C(CC1)C(CCCC4)CCC3(C)C,4.6,5.1
CC(Cc1ccccc1)=C1C=C(C(=CCc2ccccc2)N2CCOCC2)N(C(=O)c2ccccc2)c2c1cc(O)c(C)c2,7.3,5.0
CC=CC(C(C)=C1C=C2C=C(C3=CC(=CC)C=C3C2=O)C1c1ccccc1)=C1C=CNc2c1cccc2,2.4,5.0
CC(Cc1ccccc1)=C(C=CC=c1c(=C(SCN)C(=O)c2ccccc2)c2ccccc2n1C(C)C)C(=O)n1c2cc(-c3ccccc3)c1cc2,9.1,4.9
CC=CCCC1CCC=CC12c1c(cccc1)C1=C3C4=C5C1c1ccc(Cl)c(c1)C5C32c1cc(OC)ccc41,4.5,4.9
CCCC1C(C)C2C(C)CN(C)C2C2CN3CC(CC)CCCC3(CC)CCC12,-0.5,4.9
CNC(=O)n1cc(N=C2C(=O)C3=C(C)CC4C(=C2c2c4cccc2)S3)c2c1cccc2,4.9,4.8
CC=C1C2=CC=C1N(C=C1C(Cc3ccc(OC)cc3)=C3C(c4ccccc4)=C(c4ccccc4)C(C)=C3S1(=O)=O)c1c2cccc1,9.6,4.7
COc1ccc(C(=O)N(C(C=C(c2ccccc2)C(C)C)=C(Cc2ccccc2)S(C)(=O)=O)C2=C(c3ccccc3)c3ccccc3C2)cc1,6.7,4.7
CC=CC1=C2C(=O)N(CC1)C(=O)C2=c1ccccc1=C1C(Cc2ccccc2)=C(C=CCO)c2c1cccc2,6.0,4.7
O=C1C2=C(Cc3ccccc3)C3=CC2=C(Cc2ccccc2)C(=C2SC4(CCc5ccccc5)N(c5c2cccc5)c2c5ncn4c5ncn2)N13,5.6,4.7
CCNCC1OC(=O)N2C1=Nc1c(cccc1)C2=C1C(C)c2c3oc(=O)c4c(cccc4)n3c(=O)n1c2=O,5.3,4.7
Nc1c2ncn(C3=c4c(=C(c5ccccc5)C3)n(C(=O)C3=c5sc(=CC3)c3c5cccc3)c3c4cccc3)c2ncn1,5.1,4.7
C=CC(OC(=O)CC)=C1c2ccc(OC)cc2C23CC(=O)OC1(C14CC5=C(C(=O)O1)C4=C(c1ccccc1)C5)C2C=CC3=O,4.7,4.7
COc1cc2c3cc1C14C(=C5NC6c7c(cccc7)S(=O)(=O)C61S5)C2=C(C)C(=O)C34c1c(NN)cccc1,4.7,4.7
NC1=C(c2ccccc2)C(=CN2C(=O)C(=C3Cc4ccccc4-c4c3cccc4)c3ccccc32)C=CS1,4.5,4.7
CC=C1NCC2(C)C3COC4CC(CC(CC)CCN(C)C3)C(O)CC1(C)CCC42,4.1,4.7
CCc1ccccc1C(c1ccc(OC)cc1)=c1nc2c3=C(c4ccccc4)CN2CC(=CCOC(=O)c2ccccc2)n3c1=O,0.9,4.7
CCCC=CC=C(c1ccccc1)n1c(=O)n2c(C(=O)OC(=CC=C(C)Cc3ccccc3)C(=O)OCC)c(-c3ccc(OC)cc3)c1c(-c1ccccc1)c2=O,-2.6,4.7
CCCC=CC=C(c1ccccc1C(=O)C=CC(=CCCCCc1ccccc1)C1C(C(=O)O)=C(C=COc2ccccc2)c2c1cc(OC)cc2)N(C(=O)n1c2cc(OC)c1cc2)c1c2NN(C)C(=O)n1c1c2cccc1,7.5,4.6
CN1C(=O)N2C3=C(C1c1ccccc1)C1(NCS3)Sc3c(cccc3)C2(O)C1=CC=CC=O,5.0,4.6
CCC12C(=C3C4=CC(=O)c5c(cccc5)C41C1=C(c4ccccc4)C3=C(Cc3ccccc3)CC1)C(=O)ON2Cc1ccccc1,4.8,4.6
COc1cc2c(cc1)C1=C3c4ccc(OC)cc4C1(C14OC5C6=C(CCc7ccccc7)C1C5OC64)C14C(=CC(=O)c5c1cccc5)C(=O)OC324,4.3,4.6
CCC=CC12OC(=O)C(=C3C(=O)c4c(cccc4)C3O1)C21CC2=C3c4c5cc6cc4C14N6C(=O)N5C34c1c2ccc(OC)c1,3.8,4.6
CCOC(=O)CC(c1c2C(=O)N(C)c1cc(N1C(=O)c3c(cccc3)C1(c1ccccc1)c1ccccc1)c2OC)S(=O)(=O)c1ccc(C)cc1,2.1,4.6
CC1CN(C)C(C)(C)CCC(O)=C2C(=O)CC2(O)OCC(=O)OC2COCC12,-4.4,4.6
CC1=C2C(=NN=Cc3ccccc3)c3ccccc3[PH](=O)C2=C(C(Cl)=C(C=Cc2c(N)cccc2)c2ccccc2)C1,4.6,4.5
CC(C(N)=O)=C1NC(=O)C(N)=C1C(=C(c1ccccc1)c1ccccc1)c1ccccc1Oc1c(CO)cccc1,4.1,4.5
O=CC=CCC(=O)c1c2-c3c(cccc3)C3c1c(O)c(c2-c1ccccc1)C31c2c(cccc2)-c2ccccc21,3.4,4.5
COc1cc2c(cc1)C(C(=C1C=C(C)C(=O)c3c1cccc3)S(=O)(=O)c1ccccc1)=C(C=CCO)C2CCc1ccccc1,-1.7,4.5
COC(=O)C1=c2c(=O)oc(C3=CNc4cc5c(cc4C3c3c4c6c(Cl)cc3CCC4C(=O)O6)c3c(cccc3)s5)c3C(C4=CC=CCC4=O)=C1C(C)=c32,5.3,4.4
CCC(=O)N1C(C(=O)C(C)C)(C(=O)N(C)C)C(CC)c2c(nc(C)cc2)C1(OC)S(=O)(=O)c1ccc(C)cc1,5.0,4.4
CCCN1C2NN(C)CCCC2(C)COC(CC(C)CN)C23C(CCCOOC2C)CCC13,3.7,4.4
CCNC(=O)CC(=O)C(NC(=O)c1ccc(OC)cc1)=C(C=CC=Cc1c(-c2ccccc2)cccc1C)C=C1C=C2C=CC(=C2C=CC=CC(=Cc2ccccc2)c2ccccc2)C1,15.4,4.3
Cc1ccc(S(=O)(=O)SC(=C2C(=O)NC(=O)C3=C2C=C(c2ccccc2)C3)c2ccccc2N2c3c4ncn(c4ncn3)C2Cc2ccccc2)cc1,4.9,4.3
CC1CCC2CCCC(C)C(C3CCCCNC(C)C(C2)CN(C)C3)C(O)O1,4.1,4.3
CC=C1N(c2c(NN)cc(Cl)cc2)C(=O)N(c2c(N)ccc(Cl)c2)C12C(C(=O)OCC)=C(N)c1c2cccc1,4.1,4.3
O=C(O)C(C(=O)c1ccccc1)=C1C2CN(C(=O)N1CC1=C(C=CC=CC(c3ccccc3)S(=O)(=O)O)CC=C1c1ccccc1)c1c(cccc1)O2,2.7,4.3
COc1c(-c2c3C(=O)C(=NC(=CCC(F)F)c4c5cc(cc4)SCN5)C(n4c5c6c7c4c4c5C(=O)OC(S7)n64)=Nc3ccc2)cccc1,12.5,4.2
COc1ccc(C=Cc2ccc(N(O)c3cc4c(cc3)C3=CCC(C=CC=CCc5ccc(O)cc5)=C3CN4c3ccc(Cl)cc3)cc2)cc1,11.5,4.2
Cc1cccc(-c2c3cc(SC3=O)c(=NC(=C(c3ccccc3)c3cc(-c4c(N)cccc4)c(C=CCc4ccccc4)cc3C)c3ccccc3)o2)c1,4.7,4.2
CC(=CC=c1c(-c2ccccc2)c2-c3ccccc3N(c3ccc(Cl)cc3)c3c1oc(=O)c(Cc1ccccc1)c23)C(C#N)c1ccccc1,3.4,4.2
COc1cc2c(cc1)C1=C3OC24CCCCC14c1c(C3=O)c2cc(c1)N1C(=O)NC34C(=COc5c3cccc5)C(=O)OC214,4.9,4.1
CC1CC2(C)CCC3CC[N+]4(C)CNOC5(C(C)CC5C(C)C1C)[N+]3(C2)C4,4.3,4.1
CC1=C2COC(=C2c2ccccc2)C1=C1C2=CC(C#N)=C1N(c1ccc(Cl)cc1)c1ccccc21,-0.3,4.1
CC(C)C(=O)C1C(=O)N(C)C2=CC(c3ccccc3)=C(c3ccccc3)C2=C1C(=C(N)N)c1ccccc1,3.5,4.0
CC=CNC(=O)N1CC2=C(C=C3C=CCC(=O)O3)C(=C3C=CC=CC3)C(c3ccccc3)(C2)C1C(C)(C)CC=O,6.8,3.9
CNC(=O)N(C)c1c(C(=O)N2C(=C3OCc4ccccc4C3=O)C(=CCCCCO)C(=O)OC2(Br)C(=O)CCCc2ccccc2)cccc1,4.7,3.9
COc1cc2c(cc1)CCC2n1c(=O)n2-c3cc1cc1c3c(=O)c2=C2c3c(cccc3)C3CC(=O)OC213,4.0,3.9
CCCC1CCCC2OC(O)C3(C)CCCCCCNCC1NCC(O)CC23,3.7,3.9
CC(=O)NCC=c1c(=O)on(C(=O)CN)c1=CC=C1C(=O)C2C(=C(N=C3OCC4=CC3OCC4)c3c2cccc3)c2c1cccc2,3.1,3.9
CCOC(=O)C1(c2ccc(Cl)cc2)c2c(cccc2)N(C(=O)COC)c2c1c1ccc2c(-c2ccccc2)c1-c1ccccc1,7.1,3.8
CC=Cc1c2CC=c1c(=CC=CC(=CC1=C(C3=CC=C(C(=O)O)C(=C(N)c4ccccc4)C3)CN(C(=O)c3ccccc3)C=C1C=O)C(=O)n1c(=O)cc[nH]c1=O)oc2=O,2.8,3.8
CC(=O)c1ccccc1-n1c(-c2ccccc2)c(C2(OC(N)=O)C(=C(C)c3ccccc3)C(=O)c3c2cccc3)c2ccccc21,-0.2,3.8
CC=C(O)C=C1Oc2c(cccc2)C2(COc3cc(OC)cc2c3)C1=C(C=O)n1c(=O)[nH]c2c([nH]cn2)c1=O,4.1,3.7
C=CC=C1Oc2c(cccc2)C2=C1C=C(C1=C(c3ccccc3-c3ccccc3)C(=O)c3c(C(C=O)c4coc5c4cccc5)cccc13)CC2,4.0,3.7
CCCC1OCC2CN3CC(CC(=O)C(C)CC4(C)CCCC4(C)C)OC(C)(CC(C)C(C)N(C)C21)C3,3.4,3.7
COc1ccc2C3=C(c4ccccc4)C4=C5C6=C(c7ccccc7)C7=C8c9c(cccc9)C9(C68)C7C5C(C4)(c2c1)C39,4.2,3.6
O=C1N=C2Cc3c1n(c1c3cccc1)C21N2C(=O)CN1C13c4c(CC21)c1c2cc5cc1C3n5c(=O)n42,3.8,3.6
CCC(C)=CC12C=c3c4c(c(=O)[nH]c5c4c(=O)n3c(=O)[nH]5)C13c1c(cccc1)C2(CC)c1c3cccc1,4.1,3.5
CCC1CCC(C2C(=O)CC3CCN(CC2C)O3)CCCCNOC(C)COCC1CN(C)C,3.3,3.5
COc1ccc2C3=C(C(=O)OC3=NNc3ccccc3)C(CCCCc3ccccc3)(NC(=O)CF)C3(CC(=O)ON3C(=COc3ccccc3)c3ccccc3)c2c1,3.3,3.5
COc1cc2c(cc1)C1=C3C4=C5C(=O)OC16C41Cc4c7cc(cc4)N4C(=O)N7C1(c1c(C(C)=O)cccc1)C34C526,3.1,3.5
COc1cc2c(cc1)C(=c1c(=O)n3c4cccc5c4c(=O)n3n15)C1=C3c4c(cccc4)C45CC(CCc6ccccc6)=C(CC124)C35,5.3,3.4
NC(N)=NCN1c2c(cccc2)C(=O)N2C(=C3C(C(=O)O)=Cn4c(=O)n3c3c4n4CC(C(=O)O)=Cn3c4=O)NC(=O)NC21,4.9,3.4
CCOC(=O)C(C=CC=C(CNC(=O)N1Oc2ccccc2C1(C(=O)NC)c1c(N(Cc2ccco2)C(=O)c2ccccc2)cccc1CC)c1ccccc1)c1ccccc1,4.0,3.4
COC(C)(C)C1CC(C)N2CCCC3CCCC3C(C2)OC(C)CCC(C)C(C)O1,3.7,3.4
CCC1CN2CCCN3CCC4CC5CC4(CC(O)C2)C1CN(CCC5=O)CC3C,3.4,3.4
CC=CCC=C1C(=O)OC2(c3c(cccc3)-c3c(cccc3)C2CC=CC)C12NCC(=O)N2NC(=O)c1ccccc1,3.2,3.4
CCOC(=O)C(C=CC=C1C(c2cc3ccc2o3)=C2C(C=CC=CNC=O)=C1N(C(=O)c1ccccc1)C(c1ccco1)=C2N1C(=O)NCC1c1ccccc1)c1ccccc1,9.3,3.3
COc1cccc(N(c2c3c4c(N5C(=O)CCN5C(=O)Nc5ccccc5)cccc4n(C(=O)OCc4ccccc4)c3ccc2)[SH](=O)=O)c1,4.1,3.3
Cc1cccc(-c2ccccc2)c1-c1c2cc(s1)c1=C(c3ccccc3)C(=C(c3ccccc3)c3ccccc3)n2c1=O,3.4,3.3
CCC(C(=O)n1c(=O)c(=CN)c(=Cc2cn3CCn2c3=O)c2cccc(Cl)c21)=C1SCNC(=O)N1c1c(Cl)cccc1,3.4,3.3
CCC(C)C1CC2C3CC24COCC(C)CCOCC(OC)C(CNC2=CC=C24)C13,3.4,3.3
COc1cc2c(cc1)C1=C3C4=C5C(=O)OC6Cc7c(cc(OC)cc7)C56C35C3C(=C4Cc4ccccc4)CC25C1=C3c1ccccc1,3.3,3.3
CC=CC(=O)C1=CC(=C2CC3(CCO)CC(=C2Cc2ccccc2)SC3=C(C)C(=O)OC2(c3ccc(Cl)cc3)OC(=O)CC=C2C(=O)O)SCC1=O,2.5,3.3
CNC(=O)c1c2c(O)c3-c1c(-c1ccccc1C=O)n(C(=O)c1ccccc1)c-2c3-c1c(NC(N)=O)cccc1,4.1,3.2
O=C1c2c3cc4cc2C2(N5C(=O)N6C(c7ccccc7)C7CCC89C7C=CN8C7=CC5C69C7=O)C1CN4C(=O)N32,3.7,3.1
CCCCC(=C1c2ccccc2N(C(=O)c2ccccc2)N1c1cccc2c1C(=O)C(F)=C(C(=O)O)C2)c1ccccc1,3.3,3.1
CCC1CCC(C)(C)CCC(C(C)(C)O)CC(C2OC(C)(C=O)C2C)C2CCC2C1,2.4,3.1
CCCC(=O)N1C(=CC(=CC=CC2=C3NCC2c2c3cccc2)OC2=C3COC(c4c(C(N)=O)cccc4)(C2=Nc2c(N)cccc2)c2c3cccc2)C(=O)c2c1cccc2,4.4,3.0
COc1cc2c3C4=C(C(=O)OC45N(C(=O)c4c(C)c6c(cccc6)n45)c3c1)C13c4c5C(=O)C(=CCO)C21N1C(=O)N3c5cc1c4,3.4,3.0
CC=CC1=C2CC3(OC(=O)C4=C2c2c(cccc2)C43)C2C1=C1Cc3c(oc4c3cccc4)C2C1,3.4,3.0
C=CCn1c2cc(=O)c(C)c-2c(C(=C(C)C(=O)c2ccccc2)c2ccccc2)c2-c1n[nH]c1c2cccc1,3.3,3.0
CN1CCCCCC2CCCCCCCN1CC1COC1COCCC2,2.9,3.0
COc1ccc2C3=C(C)SC4(n5c(Cc6ccccc6)nc6c5cccc6)Nc5c(C=C4C3Cc2c1)cccc5,2.9,3.0
CCC(O)=C1C(c2ccc(Cl)cc2)=C2C(=O)C(C#N)(c3cc4ccc3o4)C1=C2c1ccccc1,2.2,3.0
CC(=NNSN1CCOCC1)c1cccc(-c2ccccc2)c1C=CC=C1C2=C(C)CC(c3ccc(C)cc3)=C2c2ccccc12,1.6,3.0
CC=CCCC=Cc1c(N=CN2C(=Cc3cccc(C4=C5C=C(CO4)SC5=O)c3)C(=C(N)c3ccccc3)Cc3c2cccc3)cccc1,-2.6,3.0
Cc1cccc2c1C(=C(c1ccccc1)c1ccccc1)c1ccccc1N2C(=O)C(=C=S)SCc1ccccc1,3.2,2.9
CC(=O)C(C)=C(C1=C(C)C(=O)C=C1)C(=C1C2=C(N)C(=O)N3C1C(C)(C)OC23Br)c1ccccc1,3.1,2.9
CC1CCCCC2CCN(C3CCC(CCC1)CC3)C(CC1NC1=O)OC2C,3.1,2.8
CC1CCC2CCCC3CCCCCCC4C2N3C(=O)CCC(CC1C)N4C,2.8,2.8
O=C1OC23OC45CC6=C7CC2=C6C(=C7c2c4cccc2)C5(O)C32C1=C1c3c(cccc3)C23CCC(CO)C1C3=O,1.9,2.8
CC=CC(CC)=C(C(=C1C=C(c2ccccc2)C2=C(CC(C=O)=C2)C1)S(=O)(=O)c1ccc(C)cc1)c1ccccc1,3.2,2.7
COC1C2CCCC3CC4CCCC(CCN(C)C1CCC4CCCC3C)OC2,2.6,2.7
O=C1CC2(C3=COc4c(cccc4)O3)OC(=O)C(=C3CC4=C5C6=C7C8=C5c5c(cccc5)C4(O)C8(C3)C6=CC7O)C2(O)O1,2.1,2.7
CCC(C)(C1=C2C(=C3C(=O)OC(=O)C(C)=C31)C(=O)OS(=O)(=O)C2c1c(N=C(C)OC(=O)CS(C)(=O)=O)cccc1)c1ccccc1,0.5,2.7
CCc1cccc2c1C(c1ccccc1)=CC(C#N)N2C(=O)OCC(Cl)=C1C=C(S(=O)(=O)c2ccccc2)CC(c2ccccc2)C1=O,0.4,2.7
CCOC(=O)C1=C2C(=O)N(CC1)C13CCC(C(c4ccccc4)=C21)C12OC4=C(c5ccc(OC)cc51)C23OC41CCC(=O)O1,4.4,2.6
CC1CCC23CCC(C)C(C)C4CC(C1)(C2C)C(C)(C)CCCC4(O)COC3,3.0,2.6
O=C1OCC=C2c3c(cccc3)C3(CCc4ccccc4)c4c(cccc4)C(=O)N4c5c(cccc5)SC43N12,2.4,2.6
CC1=c2sc3=C(C)C(c4ccccc4)=C(c4ccccc4)c3c2C(c2ccccc2)=C1CC(=O)O,1.9,2.6
COc1cc2c(cc1)OCC(=C1C(=O)c3c(cccc3)C3(CCC(C)=C(C=O)N3)C1=O)C2,3.3,2.5
CC(CCO)=C1SC(c2ccccc2)=C(c2ccccc2)C(=C(N)c2ccccc2)C1=C(C)CO,3.1,2.5
CCC1(O)c2cc(OC)cc3c2C2=CC(=O)c4c(cccc4)C21C3(O)C1(C2C3C=CC4(NCC(=O)N24)O3)CNC(=O)N1,2.8,2.5
CCOC(=O)C1CC2c3cc(OC)cc1c3C1=C(C34CC=C5c6c(cc(OC)cc63)C3NC(=O)NC53S4)C(=O)c3c(cccc3)C12,2.7,2.5
CC(C(=O)O)=C1C(=CCc2ccccc2)C(c2ccc(Cl)cc2)=C2c3ccc(C=O)cc3C3=C(Cl)C12OC3,1.7,2.5
CCC(=O)N1C2(OC(C)C)C(=C(N)N=CN)C34c5c2c(cc(c5)C3(F)F)C14c1ccccc1Nc1c(C)cccc1,-3.2,2.5
O=C1NC=C2CC1N(C(=O)N1C3CCC(c4ccccc4)=CN3C(=O)N1C(=O)c1ccccc1)C2=O,6.9,2.4
NC(=O)NC=C1CN=CN1C1=C2C3=C4C5=C(c6c4cccc6)C2OC51C3=C1C(=O)OC(Oc2ccccc2)=C1c1ccc(Cl)cc1,6.2,2.4
CCOC(=O)C1CC2c3c(C4=CC(=O)c5c(cccc5)C45OC(=O)C4=CCN(CC)C425)c1cc(OC)c3,2.9,2.4
O=C1OC23C(=O)C4=C5C(=O)OC6(O)CCCCC56c5c(cccc5)C4=C2CC2=C1CC3=C2c1ccccc1,2.5,2.4
CC1C2C=CCCC(=O)NC(CCOCCC(C)(C)CCOC2)C2CCC12,2.3,2.4
O=C1CN(C(=O)Nc2c3nc[nH]c3ncn2)C2(O1)C1=C(c3ccccc3)C3=Cc4c(cccc4)C24NC(=O)C1=C34,2.2,2.4
CC(=O)c1c(C23c4c(C(C)=O)c(ccc4)N2C(=O)NC24C=C5CC(C)C2N5C(=O)N43)cccc1,1.8,2.4
COc1c(-c2c(N)cccc2)c(=C2C=C(C)C(c3ccccc3)=C2c2ccccc2)c2cc1ncc2,0.1,2.4
CNC(=O)N1C(N(CNC(N)=O)C(=O)CN=CC(=O)c2ccccc2)c2c(cccc2)N1c1c2ccc3c1n(-c1ccccc1C(C)=O)c(c3)S2,-0.2,2.4
CCC1Oc2c(c(O)ccc2)C2(O1)c1c(cccc1)-c1c2cccc1C1=C(c2ccc(OC)cc2)C2C3=CC(=C2C=C3)O1,-2.0,2.4
CC=CC1=C(c2ccc(OC)cc2)CC23C1=C(C(=O)OCC)CC21c2cc(OC)ccc2C2=CC(=O)c4c(cccc43)C21,3.1,2.3
CCC1(C)CCC(C)C[O+](C(C)=O)OC(C)CCCC2(C(C)O)CCC12C,2.7,2.3
O=C1C(=c2ccccc2=C2C(=O)N(C=S)c3c2cccc3)CCN1C(=O)c1cccc(Cl)c1,2.5,2.3
CC1=C(c2ccccc2)SC2CN1C(C(C#N)=C1Cc3c(cccc3)N1c1ccc(Cl)cc1)=NN2c1ccccc1,2.3,2.3
COc1ccc(C2=C(c3ccc(Cl)cc3)C(=O)c3c(cccc3)C2=COc2ccccc2)c(-c2ccc(Cl)cc2)c1,2.3,2.3
O=C1c2c(cccc2)-c2c3c(cc(NO)c12)OC1(CN2CC(C(=O)O)C1NC2=O)c1c-3cccc1,1.8,2.3
CC=CC(=Cc1ccc(S(=O)(=O)C(C2=C(c3ccccc3)C=CC2=C2C=CN=C2c2ccccc2)c2ccccc2)cc1)CC,6.1,2.2
CC=Cc1c(C23C(=O)N(C)C=C2c2c(cc(F)cc2)C32C3=C4C(=O)N2C(=O)N2C3=CCN42)cccc1,3.5,2.2
CCC1Sc2ccc(OC(=O)OC(=O)CC=CCOC(=O)C3=NC(=COc4ccccc4)c4c(cccc4)C34C(=O)CC3(c5c(cccc5)-c5c3cccc5)c3c4cccc3)c1c2,2.4,2.2
CCc1c(C23C4=C(C(=NN2c2ccc(Cl)cc2)c2cc(OC)ccc42)c2c3cc(OC)cc2)cc(OC)cc1,-2.1,2.2
O=C1N=C(C(=NC(=O)c2c3COC(=O)n2c2c3cccc2)c2ccccc2)C2=C(CCc3ccccc3)CCC3(C2=N1)c1c2ccc(c1)N1C(=O)N(CC(=O)c4ccccc4)C(C2=O)C13,3.0,2.1
CC1=CC(=C2C=C(N(C)C)c3c2c2c(cccc2)o3)C(c2ccccc2)=C1c1ccccc1,2.8,2.1
COc1ccc2c(c1)C1(OC(=O)C3=CC(=O)c4c(cccc4)C31)c1c-2c2coc3cc-2c1cc3,2.8,2.1
CCCC1(c2ccccc2)c2c(ccc(C)c2)C(=C2CC3Cc4cc(ccc24)O3)C1(Oc1ccccc1)SCN,1.9,2.1
CC=C(C)C1(c2ccc(C3OC(c4ccccc4)=CC3=C3CSc4c(cccc4)C3)cc2)c2ccc(cc2)C1CC,1.0,2.1
CCOC(=O)C(C1=CSc2cc1ccc2OC)=C1C(=O)ON2C(=O)CN3c4c(cccc4)C(=O)OC123,0.6,2.1
O=C(C1=C(C2(O)C3=C4C5=C(CCc6ccccc6)CCC26C5=C3C2=C4c3c(cccc3)C26)C(=O)c2c1cccc2)c1ccccc1,-1.6,2.1
CC1=C2OC(C)C1=C(c1ccccc1)C2=c1cc2NCCC(C)=c2c(-c2ccccc2)c1-c1ccccc1,11.8,2.0
CC1C(C[O+](C)C(C)C)CN(C2(O)C(C)CCCC3CC4CC42C3)CCCC(C)(C)C1C,2.2,2.0
O=CC12C3=C(CCC1(C14OOC(=O)C1=CC(=O)c1ccccc14)c1c3cccc1)Cc1c2cccc1,2.1,2.0
